Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Operation Flashpoint: Red River,2011.0,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,67.0,25.0,4.9,103.0,Codemasters,M
Football Manager 2010,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07,87.0,33.0,9.0,262.0,Sports Interactive,E
Fable: The Lost Chapters,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,83.0,54.0,8.7,489.0,Lionhead Studios,M
The Sims 2: Seasons,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,78.0,20.0,7.3,29.0,Maxis,T
The Testament of Sherlock Holmes,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,73.0,18.0,8.0,128.0,Frogwares,M
Microsoft Flight Simulator 2004: A Century of Flight,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,88.0,22.0,8.2,49.0,Microsoft Game Studios,E
Goodbye Deponia,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.0,0.07,80.0,34.0,7.9,171.0,Daedalic Entertainment,
Resident Evil 5,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M
Command & Conquer 3: Tiberium Wars,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,,,,
TRON: Evolution,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6.0,25.0,Propaganda Games,T
Dark Souls,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,,,,,,
Cities XL 2012,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E
Alan Wake,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,Remedy Entertainment,T
Age of Empires III: The Asian Dynasties,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T
GRID 2,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,Codemasters,E
Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T
Pro Evolution Soccer 2015,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,82.0,8.0,5.8,173.0,Konami,
The Book of Unwritten Tales: The Critter Chronicles,2011.0,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,,,,,,
Age of Empires Online,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0,Gas Powered Games,E10+
Lego Batman 3: Beyond Gotham,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06,,,6.8,21.0,TT Games,E10+
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,TT Games,E10+
Star Wars Knights of the Old Republic II: The Sith Lords,2005.0,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,,,,,,
LEGO Batman: The Videogame,2008.0,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,80.0,15.0,7.8,61.0,Traveller's Tales,E10+
Blur,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0,Bizarre Creations,E10+
The Next BIG Thing,2011.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35.0,Pendulo Studios,E10+
EverQuest II: Destiny of Velious,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,,,7.4,5.0,Sony Online Entertainment,T
Unreal Tournament III,2007.0,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,83.0,41.0,8.0,523.0,Epic Games,M
Call of Duty 2,2005.0,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,626.0,Infinity Ward,T
Dead Rising 2: Off the Record,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54.0,Capcom Vancouver,M
The Witcher,2007.0,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,50.0,8.8,1116.0,CD Projekt Red Studio,M
S.T.A.L.K.E.R.: Call of Pripyat,2009.0,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,602.0,GSC Game World,M
A New Beginning,2010.0,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,
Create,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9.0,EA Bright Light,E
Zoo Tycoon: Complete Collection,2003.0,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,,,8.0,8.0,Blue Fang Games,E
Sacred 2: Fallen Angel,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71.0,41.0,6.9,203.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,0.06,79.0,9.0,,,Konami,
Syndicate,1992.0,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,,,,,,
Need for Speed: Shift,2009.0,Racing,Electronic Arts,0.0,0.05,0.0,0.01,0.06,83.0,22.0,5.8,387.0,Slightly Mad Studios,E
Zoo Tycoon 2,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,72.0,34.0,8.1,43.0,Blue Fang Games,E
Street Fighter V,2016.0,Fighting,Capcom,0.0,0.05,0.0,0.0,0.06,74.0,33.0,2.9,431.0,Capcom,T
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,82.0,44.0,8.4,1088.0,GSC Game World,M
The Sims 2: University,2005.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.06,81.0,31.0,7.8,49.0,Maxis,T
Harry Potter and the Sorcerer's Stone,2001.0,Action,Electronic Arts,0.01,0.04,0.0,0.01,0.06,65.0,11.0,7.8,76.0,KnowWonder,E
Remember Me,2013.0,Action,Capcom,0.0,0.05,0.0,0.0,0.06,65.0,26.0,7.4,1007.0,DONTNOD Entertainment,M
The Saboteur,2009.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.06,76.0,20.0,8.0,236.0,Pandemic Studios,M
Rocket League,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,20.0,8.2,580.0,Psyonix,E
Mirror's Edge,2009.0,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,81.0,44.0,8.1,1026.0,EA DICE,T
Titan Quest,2006.0,Role-Playing,THQ,0.01,0.04,0.0,0.01,0.06,77.0,51.0,8.1,387.0,Iron Lore Entertainment,T
Ski Region Simulator,2011.0,Simulation,Excalibur Publishing,0.0,0.05,0.0,0.01,0.06,,,,,Giants Software,
Gothic 3,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.3,519.0,Piranha Bytes,T
F1 2010,2010.0,Racing,Codemasters,0.0,0.05,0.0,0.01,0.05,84.0,15.0,6.6,99.0,Codemasters Birmingham,E
Dungeon Keeper 2,1999.0,Action,Electronic Arts,0.0,0.05,0.0,0.01,0.05,,,8.8,100.0,Bullfrog Productions,M
Hearts of Iron IV,2016.0,Strategy,Paradox Interactive,0.0,0.05,0.0,0.0,0.05,83.0,36.0,6.9,306.0,Paradox Development Studio,
"Murder, She Wrote",2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05,,,,,Legacy Interactive,T
Front Mission Evolved,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.1,48.0,Double Helix Games,T
The Lost Chronicles of Zerzura,2012.0,Adventure,DTP Entertainment,0.0,0.05,0.0,0.01,0.05,76.0,9.0,6.7,15.0,Cranberry Production,
4 Elements,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,,,7.4,19.0,Playrix Entertainment,E
Murdered: Soul Suspect,2014.0,Action,Square Enix,0.0,0.05,0.0,0.0,0.05,59.0,22.0,7.4,379.0,Airtight Games,M
Airline Tycoon 2,2011.0,Simulation,Kalypso Media,0.0,0.04,0.0,0.01,0.05,57.0,4.0,5.5,30.0,Kalypso,E
IL-2 Sturmovik: Cliffs of Dover,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,13.0,7.1,114.0,1C: Maddox Games,T
Medal of Honor: Airborne,2007.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,38.0,7.3,204.0,Electronic Arts,T
Men of War: Assault Squad,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,"THQ, 1C, 1C Company",T
F1 2015,2015.0,Racing,Codemasters,0.0,0.05,0.0,0.0,0.05,61.0,13.0,3.6,63.0,Codemasters,E
Hunted: The Demon's Forge,2011.0,Action,Bethesda Softworks,0.03,0.01,0.0,0.0,0.05,61.0,21.0,6.6,127.0,InXile Entertainment,M
Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,66.0,12.0,3.8,47.0,Ubisoft,T
Mortal Kombat X,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05,76.0,10.0,5.1,475.0,High Voltage Software,M
Cities in Motion,2011.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,70.0,20.0,7.7,105.0,Colossal Order,E
Venetica,2009.0,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,61.0,17.0,6.8,51.0,Deck 13,T
Operation Flashpoint: Dragon Rising,2009.0,Shooter,Codemasters,0.02,0.03,0.0,0.01,0.05,76.0,29.0,4.9,539.0,Codemasters,M
Sesame Street: Cookie's Counting Carnival,2010.0,Misc,Warner Bros. Interactive Entertainment,0.05,0.0,0.0,0.0,0.05,,,,,Black Lantern Studios,EC
The Bureau: XCOM Declassified,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.0,0.05,66.0,45.0,6.5,621.0,2K Marin,M
Bejeweled Twist,2008.0,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78.0,12.0,7.3,11.0,PopCap,E
Star Wars: Republic Commando,2005.0,Shooter,LucasArts,0.0,0.04,0.0,0.01,0.05,78.0,34.0,8.7,279.0,LucasArts,T
Sherlock Holmes: Crimes & Punishments,2014.0,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05,,,,,,
Plants vs. Zombies,2009.0,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87.0,41.0,8.9,891.0,PopCap,E10+
Microsoft Flight Simulator X Acceleration Expansion Pack,2007.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,,,,,,
DiRT 2,2009.0,Racing,Codemasters,0.0,0.04,0.0,0.01,0.05,89.0,22.0,8.2,352.0,Codemasters,T
Payday 2,2013.0,Shooter,505 Games,0.04,0.0,0.0,0.01,0.05,79.0,51.0,3.4,3558.0,Overkill Software,M
Grand Ages: Medieval,2015.0,Strategy,Kalypso Media,0.0,0.05,0.0,0.0,0.05,63.0,11.0,5.4,52.0,Gaming Minds Studios,T
Plants vs. Zombies: Garden Warfare 2,2016.0,Shooter,Electronic Arts,0.0,0.04,0.0,0.0,0.05,82.0,6.0,7.5,44.0,PopCap,E10+
Singularity,2010.0,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05,76.0,36.0,7.7,326.0,Raven Software,M
"Warhammer 40,000: Dawn of War",2004.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.05,86.0,51.0,8.8,295.0,Relic,M
Freelancer,2003.0,Simulation,Microsoft Game Studios,0.02,0.02,0.0,0.01,0.05,85.0,39.0,9.0,185.0,Digital Anvil,T
LEGO Indiana Jones 2: The Adventure Continues,2009.0,Action,Activision,0.02,0.03,0.0,0.01,0.05,66.0,13.0,8.0,19.0,Traveller's Tales,E10+
LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.0,0.05,0.0,0.0,0.05,68.0,6.0,,,TT Games,E10+
Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,78.0,17.0,7.2,249.0,Black Box,E10+
Empire Earth,2001.0,Strategy,Vivendi Games,0.0,0.04,0.0,0.01,0.05,81.0,23.0,8.2,126.0,Stainless Steel Studios,T
Worms Reloaded,2010.0,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05,79.0,28.0,6.8,185.0,Team 17,E10+
StarCraft,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01,0.05,88.0,15.0,9.1,813.0,Blizzard Entertainment,T
Need for Speed Underground,2003.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,82.0,24.0,8.3,307.0,Black Box,E
Far Cry,2004.0,Shooter,Ubisoft,0.0,0.04,0.0,0.01,0.05,89.0,72.0,8.1,724.0,Crytek,M
Ship Simulator Extremes,2010.0,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05,49.0,5.0,6.2,27.0,VSTEP,E
FIFA Soccer 10,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,EA Sports,E
Jewel Quest 5: The Sleepless Star,2011.0,Action,Astragon,0.02,0.02,0.0,0.01,0.05,,,,,,
The Sims,2000.0,Simulation,Electronic Arts,0.01,0.03,0.0,0.01,0.05,92.0,38.0,7.9,451.0,Maxis,T
FIFA Manager 12,2011.0,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,72.0,11.0,3.9,24.0,Bright Future GmbH,E
Company of Heroes,2006.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,93.0,55.0,8.8,1128.0,Relic,M
Jonah Lomu Rugby Challenge,2011.0,Sports,Home Entertainment Suppliers,0.0,0.04,0.0,0.01,0.05,,,,,,
Silent Hunter: Wolves of the Pacific,2007.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79.0,22.0,6.9,40.0,Ubisoft Romania,T
Sesame Street: Elmo's A-to-Zoo Adventure,2010.0,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,,,,,Black Lantern Studios,EC
Supreme Commander,2007.0,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86.0,44.0,8.3,263.0,Gas Powered Games,E10+
Wolfenstein,2009.0,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,74.0,41.0,7.3,261.0,"id Software, Raven Software",M
Microsoft Train Simulator,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,84.0,16.0,8.4,21.0,Kuju Entertainment,E
Black Mirror 2,2009.0,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,,,,,,
Mafia,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.04,88.0,27.0,9.1,863.0,Illusion Softworks,M
Tropico 3,2009.0,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.04,79.0,48.0,8.1,184.0,Haemimont,T
Life is Strange,2016.0,Adventure,Square Enix,0.01,0.04,0.0,0.0,0.04,83.0,15.0,8.6,1620.0,DONTNOD Entertainment,M
Jewel Master: Cradle Of Rome 2,2011.0,Puzzle,Rising Star Games,0.0,0.04,0.0,0.01,0.04,,,,,,
Pro Evolution Soccer 2016,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,76.0,12.0,4.3,286.0,Konami,E
RollerCoaster Tycoon,,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,,,,,Chris Sawyer,E
Runaway: A Twist of Fate,2009.0,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,79.0,15.0,8.2,40.0,Pendulo Studios,T
Tom Clancy's HAWX,2009.0,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,70.0,23.0,7.3,125.0,Ubisoft Romania,T
Avatar: The Game,2009.0,Action,Ubisoft,0.0,0.04,0.0,0.01,0.04,,,,,,
City Life: World Edition,2007.0,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.0,0.04,75.0,7.0,8.2,9.0,Monte Cristo Multimedia,E
IL-2 Sturmovik: 1946,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86.0,9.0,8.8,115.0,1C: Maddox Games,T
Praetorians,2003.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,78.0,23.0,8.2,38.0,Pyro Studios,T
Guild Wars Trilogy,2005.0,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,,,8.8,8.0,ArenaNet,T
Secret Files: Tunguska,2006.0,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26.0,7.4,38.0,Fusionsphere Systems,T
Clockwork Empires,,Strategy,Unknown,0.0,0.04,0.0,0.0,0.04,58.0,7.0,3.8,5.0,Gaslamp Games,RP
Split/Second,2010.0,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18.0,8.2,116.0,Black Rock Studio,E10+
Resident Evil 6,2012.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18.0,5.9,868.0,"Capcom, QLOC",M
Need for Speed: ProStreet,2007.0,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18.0,5.9,163.0,EA Games,E10+
NCIS,2011.0,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,,,,,Ubisoft,T
Major League Baseball 2K12,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,,,5.7,15.0,Visual Concepts,E
The Sims Deluxe,2002.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6.0,8.2,77.0,Maxis,T
LEGO Indiana Jones: The Original Adventures,2008.0,Action,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14.0,7.7,35.0,Traveller's Tales,E10+
The Sims 2: Pets,2006.0,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23.0,7.7,40.0,Maxis,T
Civilization Beyond Earth: Rising Tide,2015.0,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,,,,,,
Blood Bowl,2009.0,Sports,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34.0,6.5,57.0,Cyanide,T
Port Royale 2,2004.0,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20.0,7.7,40.0,Ascaron Entertainment GmbH,T
Company of Heroes: Tales of Valor,2009.0,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42.0,7.2,204.0,Relic,M
Farm Frenzy 3,2009.0,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,,,,,"Alawar Entertainment, Inc, Alawar Entertainment",E
Stellaris,2016.0,Strategy,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,57.0,8.0,569.0,Paradox Development Studio,
Devil May Cry 4,2008.0,Action,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21.0,8.5,353.0,Capcom,M
Heroes of Might and Magic V,2006.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41.0,7.9,349.0,Nival Interactive,T
Age of Mythology: The Titans,2003.0,Strategy,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,25.0,8.7,119.0,Ensemble Studios,T
Virtua Tennis 4,2011.0,Sports,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5.0,7.3,43.0,Sega,E
GRID,,Racing,Codemasters,0.0,0.03,0.0,0.01,0.04,87.0,25.0,7.9,463.0,Codemasters,E
Company of Heroes: Opposing Fronts,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36.0,8.6,235.0,Relic,M
Black & White,2001.0,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04,,,,,,
Rise of Nations,2003.0,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,89.0,30.0,9.0,274.0,Big Huge Games,T
Men of War: Vietnam,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,68.0,19.0,4.9,35.0,Best Way,T
Imperial Glory,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,28.0,8.4,73.0,Pyro Studios,T
Patrician IV,2010.0,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,66.0,18.0,6.4,34.0,Gaming Minds Studios,E
Resident Evil: Revelations,2013.0,Action,Capcom,0.0,0.04,0.0,0.0,0.04,77.0,12.0,7.0,342.0,Capcom,M
Grand Theft Auto: Vice City,2003.0,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,94.0,30.0,8.8,1520.0,Rockstar North,M
Sonic PC Collection,2009.0,Misc,Sega,0.0,0.04,0.0,0.0,0.04,,,,,,
CSI: Fatal Conspiracy,2010.0,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,47.0,5.0,5.5,6.0,Telltale Games,M
All Points Bulletin,2010.0,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,,,,,,
Empire Earth III,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50.0,40.0,2.8,53.0,Mad Doc Software,T
The Sims 4: Spa Day,2015.0,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,,,7.6,26.0,Maxis,T
Resident Evil: Operation Raccoon City,2012.0,Action,Capcom,0.0,0.03,0.0,0.01,0.04,48.0,8.0,3.8,188.0,Slant Six,M
JASF: Jane's Advanced Strike Fighters,2011.0,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,48.0,4.0,3.1,14.0,Trickstar Games,T
Off-Road Drive,2011.0,Racing,1C Company,0.0,0.03,0.0,0.0,0.04,60.0,10.0,6.4,17.0,Avalon Style,
LEGO Jurassic World,2015.0,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,72.0,8.0,7.1,31.0,TT Games,E10+
The Movies,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,Lionhead Studios,T
Train Simulator 2016,2015.0,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,,,4.0,8.0,Dovetail Games,E
Supreme Commander: Forged Alliance,2007.0,Strategy,THQ,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,Gas Powered Games,E10+
Lost Planet 3,2013.0,Shooter,Capcom,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,Spark Unlimited,T
Castlevania: Lords of Shadow 2,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,Mercury Steam,M
Halo: Combat Evolved,2003.0,Shooter,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,83.0,40.0,7.4,396.0,Gearbox Software,M
Worms: Ultimate Mayhem,2011.0,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,Team 17,E10+
Caesar IV,2006.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,Tilted Mill,E10+
APB Reloaded,2011.0,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,"Reloaded Productions, Reloaded Games Inc.",M
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,EA Games,E10+
Scarface: The World is Yours,2006.0,Action,Vivendi Games,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,Radical Entertainment,M
Harry Potter and the Prisoner of Azkaban,2004.0,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,KnowWonder,E
Richard Burns Rally,2004.0,Racing,SCi,0.0,0.03,0.0,0.01,0.04,,,,,,
Saints Row 2,2009.0,Action,THQ,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M
Trine 2,2011.0,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,"Frozenbyte, Inc.",E10+
Sid Meier's Railroads!,2006.0,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.0,0.04,,,,,,
Transport Fever,2016.0,Simulation,Astragon,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7.0,28.0,Urban Games,
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,Deep Silver Dambuster Studios,M
World of Goo,2008.0,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,2D Boy,E
World in Conflict: Complete Edition,2009.0,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,,,,,Massive Entertainment,T
Secret Files 2: Puritas Cordis,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,"Fusionsphere Systems, Animation Arts",T
Railroad Tycoon 3,2003.0,Strategy,Gathering of Developers,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,PopTop Software,E
S.T.A.L.K.E.R.: Clear Sky,2008.0,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,GSC Game World,M
Sins of a Solar Empire: Trinity,2010.0,Strategy,Kalypso Media,0.0,0.03,0.0,0.01,0.04,,,7.9,19.0,Ironclad Games,T
World in Conflict,2007.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,Massive Entertainment,T
Pro Cycling Manager 2016,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,
Tomb Raider: Anniversary,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T
The Night of the Rabbit,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,
A Game of Thrones: Genesis,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4.0,110.0,Cyanide,
Gothic Universe,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03,,,7.9,10.0,DreamCatcher Interactive,M
Need for Speed (2015),2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,,,,,,
The Cursed Crusade,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6.0,33.0,Kylotonn,M
Hotel Giant 2,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E
Caesar III,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,,,8.7,50.0,Impressions Games,E
DarkStar One,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T
